scenario,forecast_basis,horizon,mechanism,metric,unit,draws,seed,mean,median,p05,p10,p25,p75,p90,p95,probability_zero,evidence_status
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_bonus_liability_locked,USD_internal_liability,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_bonus_liability_released,USD_internal_liability,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_bonus_paid,USD_internal_transfer,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_free_reserve,USD_reserve_state,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_funding_lost_to_surcharge,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_gross_threshold,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_incremental_funding_caused_by_bonus,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_pledge_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_project_funding,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_project_target,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_required_surcharge,USD_internal_threshold_component,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_reserve_cash,USD_reserve_state,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_returned_or_cancelled_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,dac_surcharge_inflow,USD_internal_transfer,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,donation_displacement,USD,200000,69530360836,365.419304091,38.9369487327,0,0,1.59300775333,242.936897733,890.407630181,1741.28207025,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,failed_settlement_losses,USD,200000,69530360836,1747.82737729,246.172046545,0,0,11.843507678,1336.24104452,4363.48253919,8067.17332575,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,gross_planned_principal,USD,200000,69530360836,878873.194741,635203.782467,0,0,138887.548346,1357622.4892,2152184.60802,2675279.45198,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,lapsed_dac_projects,projects,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,legal_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,net_causal_cash,USD,200000,69530360836,38587.5879636,8824.41933084,0,0,464.138724245,41123.3142883,111019.738338,179250.754146,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,new_cash,USD,200000,69530360836,1461.9923037,169.895747739,0,0,6.94403100325,1058.65542089,3780.88226358,7092.47065487,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,ordinary_action_hours,hours,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,personal_income_transfers,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,processor_fees,USD,200000,69530360836,1585.9959179,337.139747879,0,0,17.7907893069,1609.80631609,4502.22859043,7406.86071469,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,redirect_cleared_principal,USD,200000,69530360836,50274.9732937,11707.9717645,0,0,620.521432292,54281.564425,145529.312459,232221.051998,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,redirect_matcher_addon_cash,USD,200000,69530360836,5772.46816845,917.741981355,0,0,42.430198561,5026.81690425,15905.0769703,28026.9488021,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,redirect_payment_settlement_loss,USD,200000,69530360836,1747.82737729,246.172046545,0,0,11.843507678,1336.24104452,4363.48253919,8067.17332575,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,redirect_settled_principal,USD,200000,69530360836,48706.369552,11331.01266,0,0,600.622616895,52522.5490897,140869.641283,225016.168137,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,refund_losses,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,rescued_cash,USD,200000,69530360836,40824.8382592,9439.65138187,0,0,498.595248168,43748.173715,117596.547236,189152.595093,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,review_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,security_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,skilled_work_hours,hours,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,successful_dac_projects,projects,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,support_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,support_review_coordination_hours,hours,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,timing_only_shifts,USD,200000,69530360836,98.9451409025,4.20272703722,0,0,0,50.0066146226,225.92930723,479.950527993,0.30979,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,unmatched_fallback_cash,USD,200000,69530360836,828598.221448,612186.340257,0,0,136863.788912,1284583.21091,2011663.85437,2479051.72589,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,redirect,within_high_impact_reallocation,USD,200000,69530360836,7881.53129278,1354.70184748,0,0,68.0112250973,6938.91426644,20864.7189072,37076.0480721,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,api_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,bonus_transfer_fees,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,cash_operating_costs,USD,200000,69530360836,88.6420908913,0.122692807348,0,0,0,20.5616759629,157.780049817,394.333664157,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,cause_directed_cash,USD,200000,69530360836,1087.86711241,1.58959407831,0,0,0,260.836902246,1983.47272653,4937.36235289,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,chargeback_losses,USD,200000,69530360836,9.85619312385,0.00511568353315,0,0,0,1.11250947931,10.6895995243,31.1380475983,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,cloud_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_complementary_role_coacts,groups,200000,69530360836,0.0921765332791,4.30179432968e-05,0,0,0,0.0111469728114,0.110134686822,0.330801188688,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_consumption_change,commitments_or_groups,200000,69530360836,3.05267999252,0.0038831881922,0,0,0,0.638397499156,5.00454758389,13.1882287613,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_dietary_animal_product,commitments_or_groups,200000,69530360836,3.81584999065,0.00485398524025,0,0,0,0.797996873944,6.25568447986,16.4852859516,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_direct_trades,commitments,200000,69530360836,15.8776056085,0.0200261179173,0,0,0,3.39093852833,26.2755856958,68.659736216,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_learning_forecasting_strategic_reasoning,commitments_or_groups,200000,69530360836,3.05267999252,0.0038831881922,0,0,0,0.638397499156,5.00454758389,13.1882287613,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_same_action_coacts,groups,200000,69530360836,0.391950720027,0.000250878972231,0,0,0,0.0566374888418,0.527908736072,1.50279726375,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_skilled_work,commitments_or_groups,200000,69530360836,3.64223289299,0.00376566061067,0,0,0,0.687964970964,5.63571057048,14.9122861391,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,completed_transport_carbon,commitments_or_groups,200000,69530360836,2.79828999314,0.00355958917618,0,0,0,0.585197707559,4.5875019519,12.0892096979,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_bonus_liability_locked,USD_internal_liability,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_bonus_liability_released,USD_internal_liability,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_bonus_paid,USD_internal_transfer,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_free_reserve,USD_reserve_state,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_funding_lost_to_surcharge,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_gross_threshold,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_incremental_funding_caused_by_bonus,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_pledge_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_project_funding,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_project_target,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_required_surcharge,USD_internal_threshold_component,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_reserve_cash,USD_reserve_state,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_returned_or_cancelled_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,dac_surcharge_inflow,USD_internal_transfer,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,donation_displacement,USD,200000,69530360836,103.656269723,0.0889325960129,0,0,0,17.3609514183,150.79815942,418.304653595,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,failed_settlement_losses,USD,200000,69530360836,9.06497390999,0.00514713608232,0,0,0,1.07563544933,10.2746714647,30.066029984,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,gross_planned_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,lapsed_dac_projects,projects,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,legal_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,net_causal_cash,USD,200000,69530360836,214.780060941,0,-3.43247957008,0,0,20.0596985101,277.947683893,847.523754207,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,new_cash,USD,200000,69530360836,407.078421555,0.391149739945,0,0,0,75.4296926777,640.520602505,1729.01093728,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,ordinary_action_hours,hours,200000,69530360836,19.0658733239,0.0155723419978,0,0,0,3.13984999151,27.6889084049,76.8922053898,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,personal_income_transfers,USD,200000,69530360836,691.56861949,0.941744893515,0,0,0,159.067293656,1217.14623344,3122.12203044,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,processor_fees,USD,200000,69530360836,52.187536248,0.0740241571999,0,0,0,12.3369764324,93.6979988519,236.352280653,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,redirect_cleared_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,redirect_matcher_addon_cash,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,redirect_payment_settlement_loss,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,redirect_settled_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,refund_losses,USD,200000,69530360836,17.5333876095,0.0106587088292,0,0,0,2.24536510526,20.5199619238,60.2211812381,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,rescued_cash,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,review_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,security_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,skilled_work_hours,hours,200000,69530360836,5.05423155798,0.0030058875346,0,0,0,0.681055713788,6.42793210647,18.6730091458,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,successful_dac_projects,projects,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,support_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,support_review_coordination_hours,hours,200000,69530360836,13.3011419571,0.0151623699533,0,0,0,2.59445961297,20.886019107,55.380269689,0.46119,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,timing_only_shifts,USD,200000,69530360836,28.1045967719,0,0,0,0,2.49485031117,32.8968524783,103.459292608,0.546855,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,unmatched_fallback_cash,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,direct,within_high_impact_reallocation,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,api_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,bonus_transfer_fees,USD,200000,69530360836,4.38659882175,0.364187039775,0,0,0,3.13545037973,9.54632218158,17.3434954831,0.380985,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,cash_operating_costs,USD,200000,69530360836,197.880406401,24.6893275185,0,0,1.63151487922,106.095434376,370.806257226,780.143465587,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,cause_directed_cash,USD,200000,69530360836,3570.58869755,501.447776919,0,0,35.4838380015,2042.23014748,6915.87552928,14380.7414584,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,chargeback_losses,USD,200000,69530360836,20.4355251329,1.05889195534,0,0,0.0582943299503,6.50077788328,28.7539955122,68.0570215697,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,cloud_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_complementary_role_coacts,groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_consumption_change,commitments_or_groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_dietary_animal_product,commitments_or_groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_direct_trades,commitments,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_learning_forecasting_strategic_reasoning,commitments_or_groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_same_action_coacts,groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_skilled_work,commitments_or_groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,completed_transport_carbon,commitments_or_groups,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_bonus_liability_locked,USD_internal_liability,200000,69530360836,558.310070185,101.99057043,0,0,2.98061343503,437.461743849,1080.89095368,2229.95849186,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_bonus_liability_released,USD_internal_liability,200000,69530360836,223.460073419,28.8396516825,0,0,1.93642555704,123.665805539,431.740213977,906.87121044,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_bonus_paid,USD_internal_transfer,200000,69530360836,334.849996766,38.8644408833,0,0,0,297.363568228,697.972476497,1315.47603521,0.380945,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530360836,42570.0947753,0,0,0,0,0,79098.093021,245586.82082,0.779515,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_free_reserve,USD_reserve_state,200000,69530360836,2555.48073786,2494.98524636,223.964611566,450.228537432,1615.82737685,2502.82566803,2680.12073577,4228.13574213,0,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_funding_lost_to_surcharge,USD,200000,69530360836,10591.1729981,10.602666655,0,0,0.379279823695,481.206736317,7739.66741156,30758.9291178,0.192,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_gross_threshold,USD,200000,69530360836,1078282.76537,217516.521325,7634.97637412,16483.2321196,58019.1294795,763100.604777,2264900.21212,4241519.66508,0,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_incremental_funding_caused_by_bonus,USD,200000,69530360836,10.6641720387,0,0,0,0,1.1498528159,6.89908337891,17.8461919778,0.55208,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_pledge_principal,USD,200000,69530360836,10095.6608308,1866.18967231,0,0,55.9404601857,7970.20553238,19650.7182593,40176.2522336,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_project_funding,USD,200000,69530360836,3570.58869755,501.447776919,0,0,35.4838380015,2042.23014748,6915.87552928,14380.7414584,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_project_target,USD,200000,69530360836,977094.424328,203971.478095,7485.27095501,16146.2177289,55806.0668341,702267.916445,2054776.98115,3833683.22874,0,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_required_surcharge,USD_internal_threshold_component,200000,69530360836,101188.341038,7782.0989171,149.7054191,326.060242761,1319.4214404,49986.7668858,202722.907357,422592.419068,0,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_reserve_cash,USD_reserve_state,200000,69530360836,2555.48073786,2494.98524636,223.964611566,450.228537432,1615.82737685,2502.82566803,2680.12073577,4228.13574213,0,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_returned_or_cancelled_principal,USD,200000,69530360836,6060.62686209,717.771205605,0,0,0,5422.91303407,12769.0954449,23857.5016308,0.379705,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,dac_surcharge_inflow,USD_internal_transfer,200000,69530360836,464.44527118,13.6081900834,0,0,0.70967676003,203.164087551,914.235657172,1997.42551492,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,donation_displacement,USD,200000,69530360836,310.676956213,30.1985072241,0,0,1.94956273067,147.274203048,547.485683003,1194.37220456,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,failed_settlement_losses,USD,200000,69530360836,18.4614262847,1.02674368785,0,0,0.0570264329463,6.3005550404,27.3223527871,64.0895952718,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,gross_planned_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,lapsed_dac_projects,projects,200000,69530360836,147.684204354,70.2460024836,4.29128190391,8.70398139357,25.2181696013,170.176658093,353.209677205,539.670780911,0,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,legal_cash_costs,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,net_causal_cash,USD,200000,69530360836,707.242777961,50.3310289179,-2.77767211774,0,0.0854239613007,314.889152241,1235.36228219,2707.5087698,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,new_cash,USD,200000,69530360836,1215.80014057,135.536396324,0,0,8.64716599584,623.641611401,2233.69735216,4743.93854602,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,ordinary_action_hours,hours,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,personal_income_transfers,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,processor_fees,USD,200000,69530360836,117.21063481,14.2422327432,0,0,0.959920414931,63.2740223735,222.548726813,470.629354533,0.178845,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,redirect_cleared_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,redirect_matcher_addon_cash,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,redirect_payment_settlement_loss,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,redirect_settled_principal,USD,200000,69530360836,0,0,0,0,0,0,0,0,1,prior_driven_synthetic_not_empirical
thin_market,probability_weighted,eoy5_annualized_run_rate,dac,refund_losses,USD,200000,69530360836,37.3862213521,2.12817877437,0,0,0.120532461504,12.5839529291,53.8974682934,125.76419313,0.178845,prior_driven_synthetic_not_empirical
